"FetchDate","Team","Jersey","Name","Position","Height","Weight","URL"
"2019-12-01 00:00:00","Atlanta Hawks","95","DeAndre' Bembry","Guard-Forward","6 ft 5 in","210 lbs","https://www.nba.com/players/deandre'/bembry/1627761"
"2019-12-01 00:00:00","Atlanta Hawks","4","Charles Brown Jr.","Guard","6 ft 6 in","199 lbs","https://www.nba.com/players/charles/brown_jr./1629718"
"2019-12-01 00:00:00","Atlanta Hawks","15","Vince Carter","Guard-Forward","6 ft 6 in","220 lbs","https://www.nba.com/players/vince/carter/1713"
"2019-12-01 00:00:00","Atlanta Hawks","20","John Collins","Forward","6 ft 9 in","235 lbs","https://www.nba.com/players/john/collins/1628381"
"2019-12-01 00:00:00","Atlanta Hawks","33","Allen Crabbe","Guard-Forward","6 ft 5 in","212 lbs","https://www.nba.com/players/allen/crabbe/203459"
"2019-12-01 00:00:00","Atlanta Hawks","24","Bruno Fernando","Forward-Center","6 ft 9 in","240 lbs","https://www.nba.com/players/bruno/fernando/1628981"
"2019-12-01 00:00:00","Atlanta Hawks","0","Brandon Goodwin","Guard","6 ft 0 in","180 lbs","https://www.nba.com/players/brandon/goodwin/1629164"
"2019-12-01 00:00:00","Atlanta Hawks","3","Kevin Huerter","Guard-Forward","6 ft 7 in","190 lbs","https://www.nba.com/players/kevin/huerter/1628989"
"2019-12-01 00:00:00","Atlanta Hawks","12","De'Andre Hunter","Forward-Guard","6 ft 7 in","225 lbs","https://www.nba.com/players/de'andre/hunter/1629631"
"2019-12-01 00:00:00","Atlanta Hawks","30","Damian Jones","Center","6 ft 11 in","245 lbs","https://www.nba.com/players/damian/jones/1627745"
"2019-12-01 00:00:00","Atlanta Hawks","25","Alex Len","Center","7 ft 0 in","250 lbs","https://www.nba.com/players/alex/len/203458"
"2019-12-01 00:00:00","Atlanta Hawks","5","Jabari Parker","Forward","6 ft 8 in","245 lbs","https://www.nba.com/players/jabari/parker/203953"
"2019-12-01 00:00:00","Atlanta Hawks","31","Chandler Parsons","Forward","6 ft 9 in","230 lbs","https://www.nba.com/players/chandler/parsons/202718"
"2019-12-01 00:00:00","Atlanta Hawks","22","Cam Reddish","Forward-Guard","6 ft 8 in","218 lbs","https://www.nba.com/players/cam/reddish/1629629"
"2019-12-01 00:00:00","Atlanta Hawks","1","Evan Turner","Guard-Forward","6 ft 6 in","220 lbs","https://www.nba.com/players/evan/turner/202323"
"2019-12-01 00:00:00","Atlanta Hawks","8","Tyrone Wallace","Guard","6 ft 5 in","198 lbs","https://www.nba.com/players/tyrone/wallace/1627820"
"2019-12-01 00:00:00","Atlanta Hawks","11","Trae Young","Guard","6 ft 1 in","180 lbs","https://www.nba.com/players/trae/young/1629027"
"2019-12-01 00:00:00","Boston Celtics","7","Jaylen Brown","Guard-Forward","6 ft 6 in","223 lbs","https://www.nba.com/players/jaylen/brown/1627759"
"2019-12-01 00:00:00","Boston Celtics","4","Carsen Edwards","Guard","5 ft 11 in","200 lbs","https://www.nba.com/players/carsen/edwards/1629035"
"2019-12-01 00:00:00","Boston Celtics","99","Tacko Fall","Center","7 ft 5 in","311 lbs","https://www.nba.com/players/tacko/fall/1629605"
"2019-12-01 00:00:00","Boston Celtics","43","Javonte Green","Guard-Forward","6 ft 4 in","205 lbs","https://www.nba.com/players/javonte/green/1629750"
"2019-12-01 00:00:00","Boston Celtics","20","Gordon Hayward","Forward","6 ft 7 in","225 lbs","https://www.nba.com/players/gordon/hayward/202330"
"2019-12-01 00:00:00","Boston Celtics","11","Enes Kanter","Center","6 ft 10 in","250 lbs","https://www.nba.com/players/enes/kanter/202683"
"2019-12-01 00:00:00","Boston Celtics","45","Romeo Langford","Guard-Forward","6 ft 4 in","216 lbs","https://www.nba.com/players/romeo/langford/1629641"
"2019-12-01 00:00:00","Boston Celtics","37","Semi Ojeleye","Forward","6 ft 6 in","240 lbs","https://www.nba.com/players/semi/ojeleye/1628400"
"2019-12-01 00:00:00","Boston Celtics","77","Vincent Poirier","Center-Forward","7 ft 0 in","235 lbs","https://www.nba.com/players/vincent/poirier/1629738"
"2019-12-01 00:00:00","Boston Celtics","36","Marcus Smart","Guard","6 ft 3 in","220 lbs","https://www.nba.com/players/marcus/smart/203935"
"2019-12-01 00:00:00","Boston Celtics","0","Jayson Tatum","Forward-Guard","6 ft 8 in","210 lbs","https://www.nba.com/players/jayson/tatum/1628369"
"2019-12-01 00:00:00","Boston Celtics","27","Daniel Theis","Forward-Center","6 ft 8 in","245 lbs","https://www.nba.com/players/daniel/theis/1628464"
"2019-12-01 00:00:00","Boston Celtics","8","Kemba Walker","Guard","6 ft 0 in","184 lbs","https://www.nba.com/players/kemba/walker/202689"
"2019-12-01 00:00:00","Boston Celtics","9","Brad Wanamaker","Guard","6 ft 3 in","210 lbs","https://www.nba.com/players/brad/wanamaker/202954"
"2019-12-01 00:00:00","Boston Celtics","51","Tremont Waters","Guard","5 ft 10 in","175 lbs","https://www.nba.com/players/tremont/waters/1629682"
"2019-12-01 00:00:00","Boston Celtics","12","Grant Williams","Forward","6 ft 6 in","236 lbs","https://www.nba.com/players/grant/williams/1629684"
"2019-12-01 00:00:00","Boston Celtics","44","Robert Williams III","Center-Forward","6 ft 8 in","237 lbs","https://www.nba.com/players/robert/williams_iii/1629057"
"2019-12-01 00:00:00","Brooklyn Nets","31","Jarrett Allen","Center","6 ft 11 in","243 lbs","https://www.nba.com/players/jarrett/allen/1628386"
"2019-12-01 00:00:00","Brooklyn Nets","21","Wilson Chandler","Forward","6 ft 8 in","235 lbs","https://www.nba.com/players/wilson/chandler/201163"
"2019-12-01 00:00:00","Brooklyn Nets","33","Nicolas Claxton","Forward-Center","6 ft 11 in","215 lbs","https://www.nba.com/players/nicolas/claxton/1629651"
"2019-12-01 00:00:00","Brooklyn Nets","8","Spencer Dinwiddie","Guard","6 ft 5 in","215 lbs","https://www.nba.com/players/spencer/dinwiddie/203915"
"2019-12-01 00:00:00","Brooklyn Nets","7","Kevin Durant","Forward","6 ft 10 in","240 lbs","https://www.nba.com/players/kevin/durant/201142"
"2019-12-01 00:00:00","Brooklyn Nets","4","Henry Ellenson","Forward-Center","6 ft 10 in","240 lbs","https://www.nba.com/players/henry/ellenson/1627740"
"2019-12-01 00:00:00","Brooklyn Nets","12","Joe Harris","Guard-Forward","6 ft 6 in","220 lbs","https://www.nba.com/players/joe/harris/203925"
"2019-12-01 00:00:00","Brooklyn Nets","11","Kyrie Irving","Guard","6 ft 2 in","195 lbs","https://www.nba.com/players/kyrie/irving/202681"
"2019-12-01 00:00:00","Brooklyn Nets","6","DeAndre Jordan","Center","6 ft 11 in","265 lbs","https://www.nba.com/players/deandre/jordan/201599"
"2019-12-01 00:00:00","Brooklyn Nets","00","Rodions Kurucs","Forward","6 ft 9 in","228 lbs","https://www.nba.com/players/rodions/kurucs/1629066"
"2019-12-01 00:00:00","Brooklyn Nets","22","Caris LeVert","Guard","6 ft 6 in","205 lbs","https://www.nba.com/players/caris/levert/1627747"
"2019-12-01 00:00:00","Brooklyn Nets","15","Timothe Luwawu-Cabarrot","Guard-Forward","6 ft 7 in","220 lbs","https://www.nba.com/players/timothe/luwawu-cabarrot/1627789"
"2019-12-01 00:00:00","Brooklyn Nets","13","Dzanan Musa","Guard-Forward","6 ft 9 in","217 lbs","https://www.nba.com/players/dzanan/musa/1629058"
"2019-12-01 00:00:00","Brooklyn Nets","0","David Nwaba","Guard-Forward","6 ft 5 in","219 lbs","https://www.nba.com/players/david/nwaba/1628021"
"2019-12-01 00:00:00","Brooklyn Nets","1","Theo Pinson","Guard-Forward","6 ft 5 in","212 lbs","https://www.nba.com/players/theo/pinson/1629033"
"2019-12-01 00:00:00","Brooklyn Nets","2","Taurean Prince","Forward","6 ft 7 in","218 lbs","https://www.nba.com/players/taurean/prince/1627752"
"2019-12-01 00:00:00","Brooklyn Nets","10","Iman Shumpert","Guard","6 ft 5 in","212 lbs","https://www.nba.com/players/iman/shumpert/202697"
"2019-12-01 00:00:00","Brooklyn Nets","17","Garrett Temple","Guard-Forward","6 ft 5 in","195 lbs","https://www.nba.com/players/garrett/temple/202066"
"2019-12-01 00:00:00","Charlotte Hornets","7","Dwayne Bacon","Guard-Forward","6 ft 6 in","221 lbs","https://www.nba.com/players/dwayne/bacon/1628407"
"2019-12-01 00:00:00","Charlotte Hornets","5","Nicolas Batum","Guard-Forward","6 ft 9 in","230 lbs","https://www.nba.com/players/nicolas/batum/201587"
"2019-12-01 00:00:00","Charlotte Hornets","8","Bismack Biyombo","Center","6 ft 8 in","255 lbs","https://www.nba.com/players/bismack/biyombo/202687"
"2019-12-01 00:00:00","Charlotte Hornets","0","Miles Bridges","Forward","6 ft 6 in","225 lbs","https://www.nba.com/players/miles/bridges/1628970"
"2019-12-01 00:00:00","Charlotte Hornets","22","Robert Franks","Forward","6 ft 7 in","225 lbs","https://www.nba.com/players/robert/franks/1629606"
"2019-12-01 00:00:00","Charlotte Hornets","4","Devonte' Graham","Guard","6 ft 1 in","195 lbs","https://www.nba.com/players/devonte'/graham/1628984"
"2019-12-01 00:00:00","Charlotte Hornets","9","Willy Hernangomez","Center-Forward","6 ft 11 in","250 lbs","https://www.nba.com/players/willy/hernangomez/1626195"
"2019-12-01 00:00:00","Charlotte Hornets","14","Michael Kidd-Gilchrist","Forward","6 ft 6 in","232 lbs","https://www.nba.com/players/michael/kidd-gilchrist/203077"
"2019-12-01 00:00:00","Charlotte Hornets","10","Caleb Martin","Forward","6 ft 5 in","205 lbs","https://www.nba.com/players/caleb/martin/1628997"
"2019-12-01 00:00:00","Charlotte Hornets","11","Cody Martin","Forward","6 ft 5 in","205 lbs","https://www.nba.com/players/cody/martin/1628998"
"2019-12-01 00:00:00","Charlotte Hornets","6","Jalen McDaniels","Forward-Center","6 ft 10 in","205 lbs","https://www.nba.com/players/jalen/mcdaniels/1629667"
"2019-12-01 00:00:00","Charlotte Hornets","1","Malik Monk","Guard","6 ft 3 in","200 lbs","https://www.nba.com/players/malik/monk/1628370"
"2019-12-01 00:00:00","Charlotte Hornets","3","Terry Rozier","Guard","6 ft 1 in","190 lbs","https://www.nba.com/players/terry/rozier/1626179"
"2019-12-01 00:00:00","Charlotte Hornets","23","Kobi Simmons","Guard","6 ft 5 in","166 lbs","https://www.nba.com/players/kobi/simmons/1628424"
"2019-12-01 00:00:00","Charlotte Hornets","25","P.J. Washington","Forward","6 ft 7 in","230 lbs","https://www.nba.com/players/p.j./washington/1629023"
"2019-12-01 00:00:00","Charlotte Hornets","2","Marvin Williams","Forward","6 ft 8 in","237 lbs","https://www.nba.com/players/marvin/williams/101107"
"2019-12-01 00:00:00","Charlotte Hornets","40","Cody Zeller","Forward-Center","7 ft 0 in","240 lbs","https://www.nba.com/players/cody/zeller/203469"
"2019-12-01 00:00:00","Chicago Bulls","51","Ryan Arcidiacono","Guard","6 ft 3 in","195 lbs","https://www.nba.com/players/ryan/arcidiacono/1627853"
"2019-12-01 00:00:00","Chicago Bulls","34","Wendell Carter Jr.","Center-Forward","6 ft 9 in","270 lbs","https://www.nba.com/players/wendell/carter_jr./1628976"
"2019-12-01 00:00:00","Chicago Bulls","32","Kris Dunn","Guard","6 ft 3 in","205 lbs","https://www.nba.com/players/kris/dunn/1627739"
"2019-12-01 00:00:00","Chicago Bulls","6","Cristiano Felicio","Forward-Center","6 ft 10 in","270 lbs","https://www.nba.com/players/cristiano/felicio/1626245"
"2019-12-01 00:00:00","Chicago Bulls","12","Daniel Gafford","Forward-Center","6 ft 10 in","234 lbs","https://www.nba.com/players/daniel/gafford/1629655"
"2019-12-01 00:00:00","Chicago Bulls","3","Shaquille Harrison","Guard","6 ft 7 in","190 lbs","https://www.nba.com/players/shaquille/harrison/1627885"
"2019-12-01 00:00:00","Chicago Bulls","15","Chandler Hutchison","Forward-Guard","6 ft 7 in","210 lbs","https://www.nba.com/players/chandler/hutchison/1628990"
"2019-12-01 00:00:00","Chicago Bulls","2","Luke Kornet","Forward-Center","7 ft 2 in","250 lbs","https://www.nba.com/players/luke/kornet/1628436"
"2019-12-01 00:00:00","Chicago Bulls","8","Zach LaVine","Guard-Forward","6 ft 6 in","200 lbs","https://www.nba.com/players/zach/lavine/203897"
"2019-12-01 00:00:00","Chicago Bulls","24","Lauri Markkanen","Forward-Center","7 ft 0 in","240 lbs","https://www.nba.com/players/lauri/markkanen/1628374"
"2019-12-01 00:00:00","Chicago Bulls","20","Adam Mokoka","Guard","6 ft 5 in","190 lbs","https://www.nba.com/players/adam/mokoka/1629690"
"2019-12-01 00:00:00","Chicago Bulls","22","Otto Porter Jr.","Forward","6 ft 8 in","198 lbs","https://www.nba.com/players/otto/porter_jr./203490"
"2019-12-01 00:00:00","Chicago Bulls","31","Tomas Satoransky","Guard","6 ft 7 in","210 lbs","https://www.nba.com/players/tomas/satoransky/203107"
"2019-12-01 00:00:00","Chicago Bulls","28","Max Strus","Guard-Forward","6 ft 5 in","215 lbs","https://www.nba.com/players/max/strus/1629622"
"2019-12-01 00:00:00","Chicago Bulls","45","Denzel Valentine","Guard","6 ft 4 in","220 lbs","https://www.nba.com/players/denzel/valentine/1627756"
"2019-12-01 00:00:00","Chicago Bulls","0","Coby White","Guard","6 ft 4 in","195 lbs","https://www.nba.com/players/coby/white/1629632"
"2019-12-01 00:00:00","Chicago Bulls","21","Thaddeus Young","Forward","6 ft 8 in","235 lbs","https://www.nba.com/players/thaddeus/young/201152"
"2019-12-01 00:00:00","Cleveland Cavaliers","8","Jordan Clarkson","Guard","6 ft 4 in","194 lbs","https://www.nba.com/players/jordan/clarkson/203903"
"2019-12-01 00:00:00","Cleveland Cavaliers","21","Tyler Cook","Forward","6 ft 8 in","255 lbs","https://www.nba.com/players/tyler/cook/1629076"
"2019-12-01 00:00:00","Cleveland Cavaliers","18","Matthew Dellavedova","Guard","6 ft 3 in","200 lbs","https://www.nba.com/players/matthew/dellavedova/203521"
"2019-12-01 00:00:00","Cleveland Cavaliers","10","Darius Garland","Guard","6 ft 1 in","192 lbs","https://www.nba.com/players/darius/garland/1629636"
"2019-12-01 00:00:00","Cleveland Cavaliers","31","John Henson","Forward-Center","6 ft 9 in","219 lbs","https://www.nba.com/players/john/henson/203089"
"2019-12-01 00:00:00","Cleveland Cavaliers","20","Brandon Knight","Guard","6 ft 2 in","182 lbs","https://www.nba.com/players/brandon/knight/202688"
"2019-12-01 00:00:00","Cleveland Cavaliers","0","Kevin Love","Forward-Center","6 ft 8 in","251 lbs","https://www.nba.com/players/kevin/love/201567"
"2019-12-01 00:00:00","Cleveland Cavaliers","28","Alfonzo McKinnie","Forward","6 ft 7 in","215 lbs","https://www.nba.com/players/alfonzo/mckinnie/1628035"
"2019-12-01 00:00:00","Cleveland Cavaliers","22","Larry Nance Jr.","Forward-Center","6 ft 7 in","245 lbs","https://www.nba.com/players/larry/nance_jr./1626204"
"2019-12-01 00:00:00","Cleveland Cavaliers","16","Cedi Osman","Forward","6 ft 7 in","230 lbs","https://www.nba.com/players/cedi/osman/1626224"
"2019-12-01 00:00:00","Cleveland Cavaliers","4","Kevin Porter Jr.","Guard-Forward","6 ft 4 in","203 lbs","https://www.nba.com/players/kevin/porter_jr./1629645"
"2019-12-01 00:00:00","Cleveland Cavaliers","2","Collin Sexton","Guard","6 ft 1 in","190 lbs","https://www.nba.com/players/collin/sexton/1629012"
"2019-12-01 00:00:00","Cleveland Cavaliers","13","Tristan Thompson","Center-Forward","6 ft 9 in","254 lbs","https://www.nba.com/players/tristan/thompson/202684"
"2019-12-01 00:00:00","Cleveland Cavaliers","32","Dean Wade","Forward-Center","6 ft 9 in","228 lbs","https://www.nba.com/players/dean/wade/1629731"
"2019-12-01 00:00:00","Cleveland Cavaliers","9","Dylan Windler","Guard-Forward","6 ft 6 in","196 lbs","https://www.nba.com/players/dylan/windler/1629685"
"2019-12-01 00:00:00","Cleveland Cavaliers","41","Ante Zizic","Center","6 ft 10 in","266 lbs","https://www.nba.com/players/ante/zizic/1627790"
"2019-12-01 00:00:00","Dallas Mavericks","5","J.J. Barea","Guard","5 ft 10 in","180 lbs","https://www.nba.com/players/j.j./barea/200826"
"2019-12-01 00:00:00","Dallas Mavericks","45","Ryan Broekhoff","Guard-Forward","6 ft 6 in","215 lbs","https://www.nba.com/players/ryan/broekhoff/1629151"
"2019-12-01 00:00:00","Dallas Mavericks","13","Jalen Brunson","Guard","6 ft 1 in","190 lbs","https://www.nba.com/players/jalen/brunson/1628973"
"2019-12-01 00:00:00","Dallas Mavericks","3","Antonius Cleveland","Guard","6 ft 5 in","195 lbs","https://www.nba.com/players/antonius/cleveland/1628499"
"2019-12-01 00:00:00","Dallas Mavericks","30","Seth Curry","Guard","6 ft 2 in","185 lbs","https://www.nba.com/players/seth/curry/203552"
"2019-12-01 00:00:00","Dallas Mavericks","77","Luka Doncic","Forward-Guard","6 ft 7 in","230 lbs","https://www.nba.com/players/luka/doncic/1629029"
"2019-12-01 00:00:00","Dallas Mavericks","10","Dorian Finney-Smith","Forward","6 ft 7 in","220 lbs","https://www.nba.com/players/dorian/finney-smith/1627827"
"2019-12-01 00:00:00","Dallas Mavericks","11","Tim Hardaway Jr.","Guard-Forward","6 ft 5 in","205 lbs","https://www.nba.com/players/tim/hardaway_jr./203501"
"2019-12-01 00:00:00","Dallas Mavericks","44","Justin Jackson","Forward","6 ft 7 in","220 lbs","https://www.nba.com/players/justin/jackson/1628382"
"2019-12-01 00:00:00","Dallas Mavericks","42","Maxi Kleber","Forward","6 ft 10 in","240 lbs","https://www.nba.com/players/maxi/kleber/1628467"
"2019-12-01 00:00:00","Dallas Mavericks","1","Courtney Lee","Guard","6 ft 5 in","215 lbs","https://www.nba.com/players/courtney/lee/201584"
"2019-12-01 00:00:00","Dallas Mavericks","51","Boban Marjanovic","Center","7 ft 4 in","290 lbs","https://www.nba.com/players/boban/marjanovic/1626246"
"2019-12-01 00:00:00","Dallas Mavericks","6","Kristaps Porzingis","Forward-Center","7 ft 3 in","240 lbs","https://www.nba.com/players/kristaps/porzingis/204001"
"2019-12-01 00:00:00","Dallas Mavericks","7","Dwight Powell","Forward-Center","6 ft 10 in","240 lbs","https://www.nba.com/players/dwight/powell/203939"
"2019-12-01 00:00:00","Dallas Mavericks","23","Josh Reaves","Guard-Forward","6 ft 4 in","214 lbs","https://www.nba.com/players/josh/reaves/1629729"
"2019-12-01 00:00:00","Dallas Mavericks","9","Isaiah Roby","Forward","6 ft 8 in","230 lbs","https://www.nba.com/players/isaiah/roby/1629676"
"2019-12-01 00:00:00","Dallas Mavericks","55","Delon Wright","Guard","6 ft 5 in","185 lbs","https://www.nba.com/players/delon/wright/1626153"
"2019-12-01 00:00:00","Denver Nuggets","5","Will Barton","Guard","6 ft 5 in","181 lbs","https://www.nba.com/players/will/barton/203115"
"2019-12-01 00:00:00","Denver Nuggets","25","Malik Beasley","Guard","6 ft 4 in","187 lbs","https://www.nba.com/players/malik/beasley/1627736"
"2019-12-01 00:00:00","Denver Nuggets","10","Bol Bol","Center-Forward","7 ft 2 in","220 lbs","https://www.nba.com/players/bol/bol/1629626"
"2019-12-01 00:00:00","Denver Nuggets","31","Vlatko Cancar","Forward","6 ft 8 in","236 lbs","https://www.nba.com/players/vlatko/cancar/1628427"
"2019-12-01 00:00:00","Denver Nuggets","3","Torrey Craig","Forward","6 ft 7 in","221 lbs","https://www.nba.com/players/torrey/craig/1628470"
"2019-12-01 00:00:00","Denver Nuggets","35","PJ Dozier","Guard-Forward","6 ft 6 in","205 lbs","https://www.nba.com/players/pj/dozier/1628408"
"2019-12-01 00:00:00","Denver Nuggets","9","Jerami Grant","Forward","6 ft 8 in","210 lbs","https://www.nba.com/players/jerami/grant/203924"
"2019-12-01 00:00:00","Denver Nuggets","14","Gary Harris","Guard","6 ft 4 in","210 lbs","https://www.nba.com/players/gary/harris/203914"
"2019-12-01 00:00:00","Denver Nuggets","41","Juancho Hernangomez","Forward","6 ft 9 in","214 lbs","https://www.nba.com/players/juancho/hernangomez/1627823"
"2019-12-01 00:00:00","Denver Nuggets","15","Nikola Jokic","Center","7 ft 0 in","284 lbs","https://www.nba.com/players/nikola/jokic/203999"
"2019-12-01 00:00:00","Denver Nuggets","4","Paul Millsap","Forward","6 ft 7 in","257 lbs","https://www.nba.com/players/paul/millsap/200794"
"2019-12-01 00:00:00","Denver Nuggets","11","Monte Morris","Guard","6 ft 2 in","183 lbs","https://www.nba.com/players/monte/morris/1628420"
"2019-12-01 00:00:00","Denver Nuggets","27","Jamal Murray","Guard","6 ft 4 in","215 lbs","https://www.nba.com/players/jamal/murray/1627750"
"2019-12-01 00:00:00","Denver Nuggets","24","Mason Plumlee","Forward-Center","6 ft 11 in","254 lbs","https://www.nba.com/players/mason/plumlee/203486"
"2019-12-01 00:00:00","Denver Nuggets","1","Michael Porter Jr.","Forward","6 ft 10 in","218 lbs","https://www.nba.com/players/michael/porter_jr./1629008"
"2019-12-01 00:00:00","Denver Nuggets","8","Jarred Vanderbilt","Forward","6 ft 9 in","214 lbs","https://www.nba.com/players/jarred/vanderbilt/1629020"
"2019-12-01 00:00:00","Detroit Pistons","18","Jordan Bone","Guard","6 ft 3 in","180 lbs","https://www.nba.com/players/jordan/bone/1629648"
"2019-12-01 00:00:00","Detroit Pistons","6","Bruce Brown","Guard-Forward","6 ft 4 in","202 lbs","https://www.nba.com/players/bruce/brown/1628971"
"2019-12-01 00:00:00","Detroit Pistons","45","Sekou Doumbouya","Forward","6 ft 8 in","230 lbs","https://www.nba.com/players/sekou/doumbouya/1629635"
"2019-12-01 00:00:00","Detroit Pistons","0","Andre Drummond","Center","6 ft 10 in","279 lbs","https://www.nba.com/players/andre/drummond/203083"
"2019-12-01 00:00:00","Detroit Pistons","12","Tim Frazier","Guard","6 ft 0 in","170 lbs","https://www.nba.com/players/tim/frazier/204025"
"2019-12-01 00:00:00","Detroit Pistons","9","Langston Galloway","Guard","6 ft 1 in","200 lbs","https://www.nba.com/players/langston/galloway/204038"
"2019-12-01 00:00:00","Detroit Pistons","23","Blake Griffin","Forward","6 ft 9 in","250 lbs","https://www.nba.com/players/blake/griffin/201933"
"2019-12-01 00:00:00","Detroit Pistons","1","Reggie Jackson","Guard","6 ft 3 in","208 lbs","https://www.nba.com/players/reggie/jackson/202704"
"2019-12-01 00:00:00","Detroit Pistons","5","Luke Kennard","Guard","6 ft 5 in","206 lbs","https://www.nba.com/players/luke/kennard/1628379"
"2019-12-01 00:00:00","Detroit Pistons","14","Louis King","Forward","6 ft 7 in","205 lbs","https://www.nba.com/players/louis/king/1629663"
"2019-12-01 00:00:00","Detroit Pistons","7","Thon Maker","Forward-Center","7 ft 0 in","221 lbs","https://www.nba.com/players/thon/maker/1627748"
"2019-12-01 00:00:00","Detroit Pistons","8","Markieff Morris","Forward","6 ft 8 in","245 lbs","https://www.nba.com/players/markieff/morris/202693"
"2019-12-01 00:00:00","Detroit Pistons","19","Svi Mykhailiuk","Guard-Forward","6 ft 7 in","205 lbs","https://www.nba.com/players/svi/mykhailiuk/1629004"
"2019-12-01 00:00:00","Detroit Pistons","25","Derrick Rose","Guard","6 ft 2 in","200 lbs","https://www.nba.com/players/derrick/rose/201565"
"2019-12-01 00:00:00","Detroit Pistons","17","Tony Snell","Guard","6 ft 6 in","213 lbs","https://www.nba.com/players/tony/snell/203503"
"2019-12-01 00:00:00","Detroit Pistons","13","Khyri Thomas","Guard","6 ft 3 in","210 lbs","https://www.nba.com/players/khyri/thomas/1629017"
"2019-12-01 00:00:00","Detroit Pistons","35","Christian Wood","Forward","6 ft 10 in","214 lbs","https://www.nba.com/players/christian/wood/1626174"
"2019-12-01 00:00:00","Golden State Warriors","12","Ky Bowman","Guard","6 ft 1 in","187 lbs","https://www.nba.com/players/ky/bowman/1629065"
"2019-12-01 00:00:00","Golden State Warriors","8","Alec Burks","Guard","6 ft 6 in","214 lbs","https://www.nba.com/players/alec/burks/202692"
"2019-12-01 00:00:00","Golden State Warriors","2","Willie Cauley-Stein","Center","7 ft 0 in","240 lbs","https://www.nba.com/players/willie/cauley-stein/1626161"
"2019-12-01 00:00:00","Golden State Warriors","32","Marquese Chriss","Forward","6 ft 9 in","240 lbs","https://www.nba.com/players/marquese/chriss/1627737"
"2019-12-01 00:00:00","Golden State Warriors","30","Stephen Curry","Guard","6 ft 3 in","185 lbs","https://www.nba.com/players/stephen/curry/201939"
"2019-12-01 00:00:00","Golden State Warriors","10","Jacob Evans","Guard-Forward","6 ft 4 in","210 lbs","https://www.nba.com/players/jacob/evans/1628980"
"2019-12-01 00:00:00","Golden State Warriors","23","Draymond Green","Forward","6 ft 6 in","230 lbs","https://www.nba.com/players/draymond/green/203110"
"2019-12-01 00:00:00","Golden State Warriors","1","Damion Lee","Guard-Forward","6 ft 5 in","210 lbs","https://www.nba.com/players/damion/lee/1627814"
"2019-12-01 00:00:00","Golden State Warriors","5","Kevon Looney","Forward","6 ft 9 in","222 lbs","https://www.nba.com/players/kevon/looney/1626172"
"2019-12-01 00:00:00","Golden State Warriors","7","Eric Paschall","Forward","6 ft 6 in","255 lbs","https://www.nba.com/players/eric/paschall/1629672"
"2019-12-01 00:00:00","Golden State Warriors","3","Jordan Poole","Guard","6 ft 4 in","194 lbs","https://www.nba.com/players/jordan/poole/1629673"
"2019-12-01 00:00:00","Golden State Warriors","22","Glenn Robinson III","Forward","6 ft 6 in","222 lbs","https://www.nba.com/players/glenn/robinson_iii/203922"
"2019-12-01 00:00:00","Golden State Warriors","0","D'Angelo Russell","Guard","6 ft 4 in","193 lbs","https://www.nba.com/players/d'angelo/russell/1626156"
"2019-12-01 00:00:00","Golden State Warriors","6","Alen Smailagic","Forward","6 ft 10 in","215 lbs","https://www.nba.com/players/alen/smailagic/1629346"
